attributes.Ambience.divey	attributes.RestaurantsDelivery	attributes.DogsAllowed	postal_code	hours.Thursday	attributes.HairSpecializesIn.coloring	attributes.BestNights.sunday	attributes.BYOB	attributes.AgesAllowed	attributes.Music.video	hours.Friday	latitude	attributes.Alcohol	attributes.Ambience.classy	attributes.RestaurantsTableService	business_id	attributes.Ambience.touristy	attributes.RestaurantsCounterService	attributes.Corkage	attributes.RestaurantsGoodForGroups	categories	name	attributes.BusinessAcceptsBitcoin	attributes.HappyHour	attributes.WheelchairAccessible	attributes.Ambience.hipster	attributes.BusinessAcceptsCreditCards	is_open	attributes.DietaryRestrictions.vegetarian	attributes.Music.live	attributes.Music.background_music	neighborhood	attributes.BusinessParking.lot	attributes.Music.karaoke	review_count	attributes.GoodForMeal.breakfast	attributes.NoiseLevel	attributes.HairSpecializesIn.perms	state	attributes.DriveThru	attributes.HasTV	attributes.GoodForMeal.dinner	attributes.BusinessParking.street	address	attributes.RestaurantsAttire	hours.Sunday	attributes.BestNights.tuesday	attributes.AcceptsInsurance	attributes.BestNights.wednesday	hours.Wednesday	attributes.HairSpecializesIn.kids	attributes.Open24Hours	attributes.Ambience.trendy	attributes.CoatCheck	hours.Monday	attributes.HairSpecializesIn.straightperms	city	attributes.HairSpecializesIn.curly	attributes.Music.no_music	hours.Tuesday	attributes.HairSpecializesIn.africanamerican	stars	attributes.RestaurantsPriceRange2	attributes.Ambience.intimate	attributes.GoodForMeal.latenight	attributes.GoodForMeal.dessert	attributes.BusinessParking.validated	attributes.GoodForMeal.lunch	attributes.GoodForKids	attributes.DietaryRestrictions.soy-free	attributes.GoodForMeal.brunch	attributes.BusinessParking.valet	longitude	attributes.DietaryRestrictions.gluten-free	attributes.BYOBCorkage	attributes.BusinessParking.garage	attributes.BestNights.friday	hours.Saturday	attributes.Music.dj	attributes.HairSpecializesIn.extensions	attributes.BestNights.saturday	attributes.Ambience.casual	attributes.BestNights.thursday	attributes.BestNights.monday	attributes.HairSpecializesIn.asian	attributes.DietaryRestrictions.kosher	attributes.WiFi	attributes.Smoking	attributes.DietaryRestrictions.halal	attributes.GoodForDancing	attributes.ByAppointmentOnly	attributes.Caters	attributes.RestaurantsReservations	attributes.DietaryRestrictions.dairy-free	attributes.DietaryRestrictions.vegan	attributes.Ambience.romantic	attributes.Music.jukebox	attributes.Ambience.upscale	attributes.RestaurantsTakeOut	attributes.BikeParking	attributes.OutdoorSeating
			85004								33.458928				uG4YxC4OA0bg6S_Yko2pMg					[u'Food', u'Donuts']	Krispy Kreme Doughnuts			True		True	0					True		10				AZ				False	620 E Roosevelt St													Phoenix					1.5	1				False					False	-112.0655978			False																									
			85203	8:00-17:30						8:00-17:00	33.4509552				EvX3LA7Wc1tv1S4qrendxQ					[u'Oil Change Stations', u'Transmission Repair', u'Tires', u'Auto Repair', u'Automotive']	Gunnell's Tire & Auto					True	1							24				AZ					1950 N Gilbert Rd						8:00-17:30					8:00-17:30		Mesa			8:00-17:30		4.5											-111.7882334					8:00-15:30																							
			M5H 1X6	10:00-1:00					False	10:00-1:00	43.6481715	full_bar	False		g2FSpf4OTWcQauAOWjoL-g	False			True	[u'Nightlife', u'Music Venues', u'DJs', u'Arts & Entertainment', u'Performing Arts', u'Event Planning & Services', u'Venues & Event Spaces']	Adelaide Hall		False	False	True	True	1		True	False	Entertainment District		False	10		very_loud		ON		False			250 Adelaide Street W		10:00-1:00				10:00-1:00			False	True	10:00-1:00		Toronto		False	10:00-1:00		3.5	2	False					False				-79.3890774					10:00-1:00	False			False						outdoor		True						False	False	False		True	True
			M6R 2K9	11:00-1:00					False	11:00-2:00	43.6435365586	full_bar	False		v86J4q6ATA2ANm1fc7yCNg	False			True	[u'Nightlife', u'Lounges', u'Beer', u'Wine & Spirits', u'Bars', u'Food']	Sangria Lounge				False	True	1		False	True	High Park	False	False	23		average		ON		True		True	145 Roncesvalles Avenue		10:00-1:00				11:00-1:00			False	False	11:00-1:00		Toronto		False	11:00-1:00		3.5	1	False			False					False	-79.4479535911			False		10:00-2:00	False			True					free			False			True			False	False	False		True	True
			89103								36.1125192	none			QTH_XGh4rWYdd0fTW-tUDw					[u'Mexican', u'Restaurants']	Baja Fresh Mexican Grill						0				Spring Valley			7				NV					4190 S Rainbow Blvd	casual												Las Vegas					3.5	1										-115.2426053																				False								
			85029	0:00-0:00						0:00-0:00	33.5890134				ghDBE0fCjRfj7_fLoXnICw					[u'Home Services', u'Movers']	Fast Movers					True	1							11				AZ					11240 N 19th Ave, Ste 23		0:00-0:00				0:00-0:00					0:00-0:00		Phoenix			0:00-0:00		3.5											-112.100158					0:00-0:00													False										
			85210								33.3638634				gqv6zoGHSeTsNKynhjI-Ng					[u'Departments of Motor Vehicles', u'Public Services & Government']	Desert Title Service						1							16				AZ					2815 S Alma School Rd													Mesa					3.5											-111.8581176																												
			85210								33.4134714				ynN2PeYIpufc_eSjE2Rtbg					[u'Hotels & Travel', u'Car Rental']	Enterprise Rent-A-Car						0							3				AZ					50 S Country Club Dr													Mesa					4.0											-111.8403779																												
			85210	11:00-20:00						11:00-20:00	33.3908326				g-HSA1m2vFPjKHYnqiL6qA					[u'Piercing', u'Beauty & Spas', u'Tattoo']	The Tattoo Lounge			True		True	1					True		6				AZ				False	1130 W Grove Ave, Ste 112						11:00-20:00							Mesa			11:00-20:00		5.0	2				False					False	-111.8556958			False		11:00-20:00													False									True	
False			85008	10:00-18:00		False			False	10:00-18:00	33.4544237	full_bar	False		WKPnq7NYw4IV5IG2smpd1Q	False			True	[u'Performing Arts', u'Arts & Entertainment', u'Music Venues', u'Nightlife']	Celebrity Theatre		False	True	False	True	1		True	False		True	False	123		loud		AZ		False		False	440 N 32nd St			False		False	10:00-18:00			False	False	10:00-18:00		Phoenix		False	10:00-18:00		3.0	2	False			False		False			False	-112.0147668			False	True		False		True	True	True	False				outdoor		False						False	False	False		True	False
False	False		85008	10:00-22:00						10:00-22:00	33.4780429336	none	False	False	01xXe2m_z048W5gcBFpoJA	False			True	[u'American (New)', u'Burgers', u'Fast Food', u'Restaurants']	Five Guys				False	True	1					True		63	False	average		AZ	False	False	True	False	2641 N 44th St, Ste 100	casual	10:00-22:00				10:00-22:00			False		10:00-22:00		Phoenix			10:00-22:00		3.5	2	False	False	False	False	True	True		False	False	-111.986370289			False		10:00-22:00				True					no					False	False			False		False	True	True	True
	False	True	H3G 1L3	12:00-15:00						12:00-15:00	45.497017	full_bar	False	True	dEmNOTm8Rmm9JYZdGX_Lhw	False			True	[u'Italian', u'Restaurants']	Ristorante Beatrice			True	False	True	1				Ville-Marie	False		35	False	average		QC		False	True	True	1504 Rue Sherbrooke Ouest	dressy	18:00-23:00				12:00-15:00			False		18:00-23:00		Montreal			12:00-15:00		4.0	3	False	False	False	False	False	False		False	True	-73.5810084			False		18:00-23:00				False					free					True	True			True		True	True	True	True
			85282								33.3926244				3J75SkvgoLikY5Z4znmHjw					[u'Health & Medical', u'Midwives']	Farra Swan Nd						1							4				AZ					2435 E Southern Ave													Tempe					4.0											-111.886572																		False										
			28079								35.1062402				efftalgKFDTs9itqHbVttg					[u'Beauty & Spas', u'Nail Salons']	Profile Nail Spa						1					False		3				NC				False	7872 Idlewild Rd													Indian Trail					4.0	2				False					False	-80.6337422			False															False									True	
			70192								48.7981911				VoHZ4U8gvY33BxXtcsy5Rw					[u'Arts & Entertainment', u'Museums']	Theodor-Heuss-Haus						1							3				BW					Feuerbacher Weg 46, Killesberg													Stuttgart					3.5											9.1635217																												
			89120	9:00-18:00						9:00-18:00	36.0706724				fIWozPW-2wRknzsDqdgyjg					[u'Local Services', u'Shipping Centers']	Box Brothers					True	0				Southeast			12				NV					3827 E Sunset Rd						9:00-18:00					9:00-18:00		Las Vegas			9:00-18:00		5.0											-115.0912381					10:00-16:00																							
			85213	7:00-19:00						7:00-19:00	33.4151843				UlDvngOADDhshzMKvrMsQw					[u'Glass & Mirrors', u'Window Washing', u'Home Services']	Sun Devil Window Cleaning					True	1							7				AZ											7:00-19:00					7:00-19:00		Mesa			7:00-19:00		5.0											-111.8314724					7:00-19:00													True										
			53704	6:00-22:30						6:00-22:30	43.0929219				VrYc4SGCGXFxlNZNrwS39w					[u'Laundry Services', u'Laundromat', u'Dry Cleaning & Laundry', u'Local Services']	Schenk's Corners Coin-Op Laundromat					False	1				Williamson - Marquette	True		5				WI				False	2004 Winnebago St		6:00-22:30				6:00-22:30					6:00-22:30		Madison			6:00-22:30		4.5	1				False					False	-89.3550314			False		6:00-22:30									free													True	
			85283								33.3684114				SnlaPHqW3ksKfpH12pDGeg					[u'Automotive', u'Auto Parts & Supplies']	Dash Designs						0							8				AZ					6014 S Ash Ave													Tempe					3.5											-111.9343636																												
False	False		44077	6:00-16:30						6:00-16:30	41.7260294		False		Bl7Y-ATTzXytQnCceg5k6w	False			False	[u'American (Traditional)', u'Breakfast & Brunch', u'Restaurants']	Sidewalk Cafe Painesville				False	True	1							26	False	average		OH		True	False		1 S State St	casual	6:00-16:30				6:00-16:30			False		6:00-16:30		Painesville			6:00-16:30		3.0	1	False	False	False		True	True		True		-81.2409431					6:00-16:30				False					free						False			False		False	True	True	True
	True		L5G 1H1	11:00-22:00						11:00-22:00	43.5605906		False	False	BvCHyg0GtxA6XKmRC0cQsg	False			True	[u'Pizza', u'Restaurants']	The Great Canadian Pizza Company				False	True	1				Port Credit	False		18	False	quiet		ON		True	False	False	278 Lakeshore Road E	casual	11:00-22:00				11:00-22:00			False		11:00-22:00		Mississauga			11:00-22:00		4.0	1	False	False	False	False	True	True		False	False	-79.5763048			False		11:00-22:00				False											False			False		False	True	True	False
			15209								40.495202				BwNZaPoqjHYK4RMqAxSeCw					[u'Bars', u'Nightlife']	Good Time Bar						1							3				PA					1304 Evergreen Ave													Pittsburgh					3.5											-79.975783																												
False	False		61802	0:00-0:00						0:00-0:00	40.1331967		False		fl2TPNWrchkCbNEg0utjvw	False			True	[u'Diners', u'Breakfast & Brunch', u'Burgers', u'American (New)', u'Ice Cream & Frozen Yogurt', u'Fast Food', u'Restaurants', u'Food']	Steak 'n Shake				False	True	1							14	True	average		IL	True	False	False		2009 Kenyon Rd	casual	0:00-0:00				0:00-0:00			False		0:00-0:00		Urbana			0:00-0:00		2.0	1	False	False	False		True	True		False		-88.198577					0:00-0:00				False					no						False			False		False	True	True	False
	True		85044	9:00-19:00						9:00-19:00	33.3204536				MKT77UstJ5PAWyLNTuWujQ					[u'Bakeries', u'Desserts', u'Cupcakes', u'Food']	Gigi's Cupcakes of Phoenix					True	0					True		81				AZ				False	4910 E Ray Rd		11:00-17:00				9:00-19:00					9:00-19:00		Phoenix			9:00-19:00		3.0	2				False					False	-111.9773422			False		9:00-19:00																					True	True	
			15222	10:00-17:00						10:00-17:00	40.4515676				CD_ExwWCwGjxWYagfDBnbw					[u'Candy Stores', u'Popcorn Shops', u'Desserts', u'Food', u'Specialty Food']	The Pittsburgh Popcorn Company			True		True	1				Strip District	False		110				PA				True	209 21st St		10:00-16:30				10:00-17:00					10:00-17:00		Pittsburgh			10:00-17:00		4.5	1				False					False	-79.9826937			False		9:00-17:00														False							True	True	
			44141	9:00-16:00						9:00-16:00	41.320623				tzHbcCa6wMyNgQD0zqaQJA					[u'Optometrists', u'Eyewear & Opticians', u'Health & Medical', u'Shopping', u'Medical Supplies']	Stagehouse Vision Center						1							3				OH					8879 Brecksville Rd		0:00-0:00				9:00-14:00					9:00-17:00		Brecksville			9:00-19:00		5.0											-81.625754					9:00-13:00													True										
	False		G33 5AL								55.9344419781	none		False	b5VIe-VnkOOwiwkjGw071A					[u'Chinese', u'Restaurants']	McChans Oriental Express					False	1							3				EDH					Gartloch Road													Glasgow					4.0							True				-3.1050567619																				False						True		
			85034	9:00-17:00						9:00-17:00	33.4468429				vfn-BKoMtOG6bf-QoU5b6Q					[u'Newspapers & Magazines', u'Books', u'Mags', u'Music & Video', u'Print Media', u'Mass Media', u'Shopping']	Phoenix NewTimes						1							15				AZ					1201 E Jefferson St						9:00-17:00					9:00-17:00		Phoenix			9:00-17:00		2.0											-112.0558695																												
			89103	9:00-17:30						9:00-17:30	36.1245825				9TfpnjAKFtP1u3C3eIFQ5Q					[u'Arts & Entertainment', u'Shopping', u'Arts & Crafts', u'Art Galleries', u'Framing']	Randall's Fine Art & Custom Framing			True		True	1				Chinatown	False		16				NV				False	3585 S Decatur Blvd, Ste C		0:00-0:00				9:00-17:30					9:00-17:30		Las Vegas			9:00-17:30		4.5	2				False		True			False	-115.2086713			False		10:00-16:00													False									True	
			70178	10:00-18:00						10:00-18:00	48.7714398				IVtp8mznb2vRO0OcwBEQMw					[u'Shopping', u'Bridal']	Brautatelier Tara			True		True	1					False		3				BW				False	Silberburgstr. 171						10:00-18:00					10:00-18:00		Stuttgart			10:00-18:00		4.5	3				False					False	9.168795			False		10:00-15:00																							
			89122								36.0833844974				DiA78qPtp6rfRNdomzjBbw					[u'Chinese', u'Food', u'Convenience Stores', u'Restaurants']	Joshan Filipino Oriental Market					True	1				Southeast	True		17				NV				False	6325 E Russell Rd													Las Vegas					3.5	1				False					False	-115.033994983			False																							True	False	
			85224	0:00-0:00						0:00-0:00	33.3260297				voF2F6emy4zrDAezPC6bkg					[u'Photographers', u'Session Photography', u'Event Planning & Services', u'Event Photography']	Colling Photography					True	1							3				AZ							0:00-0:00				0:00-0:00					0:00-0:00		Chandler			0:00-0:00		5.0											-111.8747445					0:00-0:00																							
			70173	11:00-19:00						11:00-19:00	48.773				SPdAkTJkQ_roC4dF4bvNpw					[u'Luggage', u'Accessories', u'Fashion', u'Shopping']	Tausche			True		True	0					False		6				BW				False	Eberhardstr. 51						11:00-19:00					11:00-19:00		Stuttgart			11:00-19:00		4.5	3				False					False	9.17716			False		11:00-18:00																							
			85206	10:00-21:00						10:00-21:00	33.3905976				25lVJgvthMyvoRz-W6splw					[u'Mobile Phones', u'Local Services', u'Shopping', u'Mobile Phone Accessories']	Ghost Armor SS Springs			True		True	0					False		3				AZ				False	6555 E Southern Ave		11:00-18:00				10:00-21:00					10:00-21:00		Mesa			10:00-21:00		2.0	3				False					False	-111.689675			False		10:00-21:00																						True	
			44146								41.395688				ldwon-7FnBRRblX8RirnEg					[u'Financial Services', u'Insurance']	Progressive Insurance						1							3				OH					500 Broadway Ave													Bedford					3.5											-81.541456																												
			85303								33.5390793				IxUKeZlUE-sGTQMKErvrJg					[u'Beauty & Spas', u'Nail Salons']	Angel Touch Nails					True	1					True		9				AZ				False	7025 N 75th Ave, Ste 103													Glendale					4.0	2				False					False	-112.2197188			False															False									False	
			85260	10:00-17:00						10:00-17:00	33.6135253906				GoVRPbvG9oLfNZ54v4nYbw					[u'Rafting/Kayaking', u'Sporting Goods', u'Hiking', u'Outdoor Gear', u'Hotels & Travel', u'Shopping', u'Paddleboarding', u'Tours', u'Active Life', u'Rock Climbing']	Just Roughin' It Adventure Company					True	1							14				AZ					7625 E Redfield Rd, Ste 160						10:00-17:00					10:00-17:00		Scottsdale			10:00-17:00		3.5	3						True				-111.916511536																											False	
			85008								33.4660046				z9lq1goS0IRqeIIUEZA4Pg					[u'Education']	Executive Training Solutions						0							3				AZ					4926 E McDowell Rd, Ste 102													Phoenix					4.5											-111.9751233																												
False	True		85224								33.3192304		False		d2fkRF67jiASrXxHfbmJuA	False				[u'Restaurants', u'Chinese']	Jade Palace				False		1							3				AZ					1949 W Ray Rd, Ste 235	casual								False				Chandler					2.5	2	False									-111.8741469									False														False		False	True		True
False	False		28075								35.3264265		False	False	weXoqWqLgzMOf5Yz-qiujw	False			True	[u'Italian', u'Restaurants', u'Pizza']	Bellacino's Pizza & Grinders				False	True	0					False		5	False	average		NC		True	False	False	4250 Main St, Ste 100	casual								False				Harrisburg					3.0	1	False	False	False	False	False	True		False	False	-80.6467724			False						False											False			False		False	True		True
False	False		85304	11:00-21:00						11:00-21:00	33.5958491	full_bar	False	True	wsyNO9Ac4gqGYTBfNeM1VA	False	False		True	[u'Mexican', u'Restaurants']	Don Ruben's Mexican Restaurant			True	False	True	1					True		186	False	average		AZ		False	True	False	4323 W Cactus Rd	casual	11:00-20:00				11:00-21:00			False		11:00-21:00		Glendale			11:00-21:00		4.5	2	False	False	False	False	True	True		False	False	-112.1524877			False		11:00-21:00				True					no					True	True			False		False	True	True	False
			85053								33.6386852				3MUP4WhkJcw9YPdhQ3Ma5g					[u'Active Life', u'Diving']	Scuba Specialties						0							3				AZ					4139 W Bell Rd													Phoenix					3.5							True				-112.147993																												
	True		EH9 3AA	16:30-22:00						16:30-22:30	55.9302891	none	False	False	lhryYODlAmzQLZGkwmZ8wA	False			True	[u'Fast Food', u'Chinese', u'Restaurants']	Mayfield Village				False	True	1					False		3		quiet		EDH	False	True		False	67 Mayfield Road	casual	16:30-22:00				16:30-22:00			False		16:30-22:00		Edinburgh			16:30-22:00		3.5	2	False					True			False	-3.1759457			False		16:30-22:30				False					no						False			False		False	True	True	False
			85032	7:00-12:00						14:00-19:00	33.6407152				4D68H-dtwj5qpBlx3tZtSw					[u'Rehabilitation Center', u'Massage Therapy', u'Chiropractors', u'Health & Medical']	Arizona Sports Chiropractic & Wellness Center					True	1							9				AZ					4500 E Bell Rd, Bldg 6, Ste 152				True		14:00-19:00					14:00-19:00		Phoenix			7:00-12:00		5.0											-111.9842585																		False										
			85249								33.271907				pU126ZZjCsjH-B4LuxnNUg					[u'Parks', u'Playgrounds', u'Active Life']	Chuparosa Park						1					False		13				AZ				False	2400 S Dobson Rd													Chandler					4.5					False		True			False	-111.877985			False																								True	
	False	False	85331	10:00-20:00						10:00-20:00	33.7418705				JA-WeSdtaFagoI6doN0Sbw					[u'Ice Cream & Frozen Yogurt', u'Food', u'Cupcakes']	Smallcakes Cave Creek	False		True		True	1					True		26				AZ				False	28255 N Tatum Blvd, Ste 5		12:00-18:00				10:00-20:00					10:00-20:00		Cave Creek			10:00-20:00		4.5	2				False					False	-111.9775345			False		10:00-20:00									free					False							True	True	
			J7A 2H7								45.6285361				ISMo_cIiMFNCwauzXwgaQQ					[u'Active Life', u'Gyms', u'Fitness & Instruction', u'Sports Clubs']	Gold's Gym						0							3				QC					303 Boulevard Labelle													Rosemere					3.5							False				-73.8096384																												
False	False	False	89104	10:30-21:00						10:30-23:00	36.159363	beer_and_wine	False	True	YTqtM2WFhcMZGeAGA08Cfg	False			True	[u'Seafood', u'Restaurants', u'Specialty Food', u'Ethnic Food', u'Food', u'Mexican']	Mariscos Playa Escondida			True	False	True	1				Downtown	True		330	False	average		NV		True	True	False	1203 E Charleston Blvd, Ste 140	casual	10:15-21:00				10:30-21:00			False		10:30-21:00		Las Vegas			10:30-21:00		4.5	2	False	False	False	False	True	True		True	False	-115.135949			False		10:15-23:00				True					no					True	True			False		False	True	False	False
			85266	8:00-17:00						8:00-17:00	33.7978115				G_i13VUpuvnbutbN97u84g					[u'Skin Care', u'Nail Salons', u'Beauty & Spas', u'Hair Salons']	Salon Picasso			True		True	1					False		7				AZ				True	34422 N Scottsdale Rd, Ste A3						8:00-17:00					9:00-15:00		Scottsdale			8:00-17:00		4.5	3				False		True			False	-111.9292904			False		9:00-15:00													False										
			85027								33.6677142102				pBAGpYFqKKQIU_E3Gfk2iA					[u'Barbers', u'Massage', u'Hair Stylists', u'Hair Salons', u'Beauty & Spas']	Sport Clips					True	1					False		8				AZ				False	3045 W Agua Fria Fwy, Ste 103				False									Phoenix					3.5	2				False		True			False	-112.124459222			False															False									True	
			L3R								43.8226509094				8gzRJEmYJGTCdahRKcafXw					[u'Restaurants', u'Food', u'Tea Rooms', u'Chinese']	Tea & Kitchen						0				Scarborough			3		average		ON					4080 Steeles Avenue E	casual												Markham					2.5											-79.313331604																												
			85351	8:00-17:00						8:00-17:00	33.5989377				maKBahyKfjT-_2gc47fScA					[u'Oil Change Stations', u'Automotive', u'Used Car Dealers', u'Auto Repair', u'Body Shops']	Automotive Dynamics					True	1							6				AZ					9902 W Santa Fe Dr						8:00-17:00					8:00-17:00		Sun City			8:00-17:00		5.0											-112.2720805					9:00-14:00																							
